Crash ID,Date,Day of Week,Time,Lane Count,Crash Type,Functional Class,Speed Limit,Environmental Conditions,Light Conditions,Surface Condition,Total Vehicles Involved,Curve Related,Alcohol Involved,Distracted Driving Involved,Drugged Driver Involved,Older Driver Involved,Temp Traffic Control Zone,Traffic Controls Present,Vehicle Type,Severity
9555156,2,1,1,3,1,2,2,1,1,2,2,2,2,1,2,1,1,1,1,3
9435037,2,1,1,3,1,2,2,1,1,2,2,2,2,2,2,2,3,1,3,3
9489274,2,1,1,2,4,2,1,1,1,2,1,2,2,1,2,2,1,1,3,3
9969629,2,1,1,3,1,2,4,2,1,1,2,2,2,2,2,1,1,1,3,3
9488041,2,1,1,2,2,2,2,2,1,1,2,2,2,1,2,2,1,1,1,3
9960185,2,1,1,2,4,2,2,2,1,1,2,2,2,1,2,2,1,2,3,3
9633832,2,1,1,3,5,2,1,2,1,1,1,2,2,2,2,2,1,1,1,3
9978461,2,1,1,3,1,2,4,2,1,1,2,1,2,1,2,2,1,1,2,3
9496018,2,1,1,3,4,2,1,2,1,1,1,2,2,1,2,2,1,1,3,3
9461159,2,1,1,3,4,2,3,2,1,1,1,2,2,2,2,2,1,1,1,3
9489249,2,1,1,2,3,2,3,2,1,1,2,2,2,2,2,1,1,1,3,3
9969627,2,1,1,3,1,2,4,2,1,1,3,2,2,2,2,2,1,1,1,3
9990024,2,1,3,3,4,1,4,2,4,1,1,1,1,1,2,2,1,1,1,3
9972237,2,1,1,3,1,2,4,2,1,1,2,2,2,2,2,2,1,1,1,3
9501079,2,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,3,1,2,3
9461149,2,1,1,2,1,2,3,2,1,1,2,2,2,2,2,1,1,1,1,2
9486685,2,1,1,2,1,2,4,2,1,1,2,2,2,1,2,2,1,1,1,3
9973713,2,1,2,3,3,2,4,1,4,2,2,2,2,2,2,2,1,1,3,3
9477464,2,1,1,3,1,2,3,2,1,1,3,1,2,1,2,2,1,1,2,3
9625730,2,1,1,2,1,2,1,1,1,2,2,2,2,1,2,2,1,1,1,3
9486683,2,1,1,2,3,2,4,1,1,1,2,2,2,2,2,1,1,1,3,3
9533683,2,1,1,3,1,2,1,1,1,2,3,2,2,2,2,2,3,1,2,3
9961346,2,1,1,3,3,2,4,2,1,1,2,2,2,2,2,2,1,1,1,3
9977795,2,1,1,3,4,2,3,2,1,1,2,2,2,2,2,2,1,1,2,3
9633356,2,1,1,2,3,2,2,2,1,1,2,1,2,2,2,2,3,1,1,3
9477284,2,1,3,3,3,2,3,2,4,1,2,2,2,2,2,3,1,1,1,3
9439335,2,1,1,3,1,2,3,2,1,1,2,2,2,1,2,2,1,1,1,3
9969622,2,1,1,3,1,2,4,2,1,1,2,1,2,1,2,2,1,1,1,2
9633351,2,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,1,1,1,3
9572002,2,1,1,2,3,2,1,2,1,1,2,2,2,1,2,2,1,1,3,3
9439334,2,1,1,3,1,2,3,2,1,1,3,2,2,1,2,3,1,1,1,3
9501223,2,1,1,2,4,2,1,2,1,1,1,2,2,2,2,1,1,1,3,3
9709286,2,1,1,2,1,2,3,2,1,1,2,2,2,1,2,1,1,1,1,3
9641058,2,1,1,3,4,2,3,2,1,1,1,2,2,2,2,1,1,2,1,3
9439532,2,1,1,3,1,2,4,2,1,1,2,2,2,2,2,2,1,1,3,3
9534281,2,1,1,3,1,2,4,2,1,1,2,2,2,1,2,1,2,1,1,3
9453630,2,1,1,2,1,2,3,2,1,1,2,2,2,1,2,1,1,1,2,3
9991868,2,1,1,2,1,1,3,2,1,1,3,2,2,1,2,2,1,1,2,3
9977787,2,2,2,3,3,2,3,2,3,1,2,1,2,2,2,3,1,1,1,3
9635310,2,2,1,3,4,2,3,2,1,1,1,2,2,1,2,2,1,1,1,1
9445591,2,2,1,3,1,2,3,2,1,1,2,2,2,1,2,3,1,1,1,3
9997181,2,2,1,3,1,2,4,2,1,1,2,2,2,1,2,2,1,1,1,3
9969619,2,2,1,3,1,2,4,2,1,1,3,2,2,1,2,2,1,1,1,2
9991480,2,2,3,3,3,2,4,2,4,1,2,2,2,2,2,2,2,1,3,3
9997457,2,2,2,3,3,2,4,2,3,1,2,2,2,2,2,2,1,1,3,3
9997179,2,2,2,3,1,2,4,2,4,1,2,2,2,2,2,1,1,1,1,3
9960176,2,2,1,2,1,2,4,2,1,1,3,2,2,2,2,2,1,1,3,2
9488359,2,2,1,2,1,2,4,2,1,1,2,1,2,1,2,2,1,1,1,3
9416777,2,2,1,2,4,2,1,2,1,1,1,2,2,1,2,2,1,1,3,3
9502594,2,2,1,3,1,2,2,2,1,1,2,2,2,1,2,2,1,1,2,3
9578943,2,1,1,3,3,2,4,1,1,2,2,2,2,2,2,2,1,1,1,3
9629788,2,1,1,3,1,2,4,2,1,1,2,1,2,1,2,2,1,1,1,3
9461126,2,1,1,3,1,2,1,2,1,1,2,2,2,1,2,2,1,1,3,3
9960174,2,1,1,3,3,2,4,2,1,1,2,2,2,2,2,1,1,1,3,3
9960688,2,1,1,3,1,2,4,2,1,1,2,2,2,2,2,2,2,1,3,3
9759966,2,1,1,2,2,2,4,2,1,1,3,2,2,1,2,1,1,1,3,1
9476782,2,1,1,2,1,2,1,2,1,1,2,1,2,1,2,2,1,1,1,3
9968497,2,1,2,3,3,2,4,2,3,1,2,2,2,2,2,2,1,1,2,3
9436211,2,1,2,3,1,2,4,2,1,1,2,1,2,1,2,1,1,1,1,3
9578941,2,1,1,3,1,2,4,2,1,1,2,2,2,2,2,2,1,1,1,3
9449478,2,1,1,2,1,2,2,2,1,1,2,2,2,1,2,3,1,1,1,3
9421688,2,1,1,3,1,2,2,2,1,1,2,2,2,1,2,1,1,1,1,3
9463345,2,1,1,2,3,2,2,1,1,1,2,2,2,1,2,2,1,1,3,3
9970791,2,1,1,2,1,2,4,2,1,1,3,2,2,2,2,2,1,1,1,2
9970790,2,1,1,2,1,2,4,2,1,1,2,2,2,2,2,2,1,1,1,3
9998140,2,1,3,3,3,2,4,1,1,1,2,2,2,2,2,2,1,1,3,3
9960171,2,1,2,2,3,2,2,1,4,2,2,1,2,1,2,1,1,1,3,3
9508514,2,1,2,3,1,2,3,1,1,2,2,2,2,1,2,2,1,1,1,3
9421574,2,1,1,2,4,2,3,1,1,2,2,2,1,1,2,2,1,1,2,2
9439331,2,1,1,3,1,2,3,1,1,2,2,2,2,1,2,2,1,1,2,2
9998138,2,1,1,3,4,2,4,1,1,2,1,1,2,2,2,2,1,1,1,3
9998139,2,1,1,3,1,2,4,1,1,2,2,2,2,2,2,2,1,1,3,3
9464950,2,1,1,2,4,2,2,1,2,2,1,2,2,2,2,2,1,1,2,3
9531852,2,1,1,2,4,2,2,1,2,2,1,2,2,2,2,2,1,1,1,3
9960168,2,1,3,2,4,2,2,1,1,2,1,1,2,2,2,2,1,1,2,3
9997455,2,1,3,3,3,2,4,1,3,2,2,2,2,1,2,2,1,1,3,3
9956045,2,1,2,3,3,2,4,2,3,1,2,2,2,2,2,1,1,1,3,3
9463551,2,1,2,3,1,2,3,2,4,1,2,2,2,1,2,3,1,2,1,3
9990227,2,1,2,3,4,2,4,2,1,1,1,1,2,1,2,2,1,1,1,3
9416101,2,1,2,3,1,2,1,2,1,1,2,2,2,1,2,2,3,1,1,2
9969616,2,1,1,3,1,2,4,2,1,1,2,2,2,1,2,2,1,1,1,3
9985591,2,1,1,3,1,2,4,2,1,1,2,2,2,2,2,1,1,1,1,3
9486324,2,1,1,2,4,2,2,2,1,1,1,1,2,1,2,2,1,1,3,3
9538784,2,1,1,2,1,2,2,1,1,1,2,2,2,1,2,1,1,1,1,3
9506311,2,1,1,2,4,2,3,2,1,1,1,2,2,2,2,2,1,1,1,3
9961336,2,1,1,3,1,2,4,2,1,1,3,2,2,2,2,1,1,1,1,3
9985590,2,1,1,3,3,2,4,2,1,1,3,2,2,2,2,2,1,1,1,3
9557599,2,1,1,2,1,2,3,2,1,1,2,2,2,1,2,2,1,1,3,3
9973378,2,1,1,2,1,2,4,2,1,1,3,2,2,1,2,3,1,1,1,3
9535978,2,1,1,2,3,2,4,1,1,2,2,2,2,1,2,1,3,1,3,3
9473102,2,1,1,3,3,2,2,2,1,1,2,2,2,2,2,2,1,1,3,3
9961745,2,1,1,3,3,2,4,2,1,1,2,2,2,2,2,3,1,1,1,3
9969612,2,1,1,3,1,2,4,2,1,1,3,2,2,2,2,1,1,1,1,3
9972768,2,1,3,3,1,2,4,1,1,2,2,1,2,1,2,1,1,2,2,3
9416168,2,2,2,2,1,2,4,2,1,1,2,1,2,2,2,3,1,1,2,3
9961744,2,2,1,3,1,2,4,2,1,1,2,2,2,2,2,2,1,1,1,3
9966031,2,2,2,3,3,2,4,2,4,1,2,2,2,2,2,3,2,1,1,3
9538123,2,2,2,3,1,2,4,1,1,2,2,2,2,1,2,2,1,1,1,3
9961331,2,2,2,3,1,2,4,1,1,2,3,2,2,2,2,2,1,1,2,3
9960162,2,2,1,2,1,2,4,1,1,2,2,2,2,1,2,2,1,2,1,2
9524797,2,2,1,1,4,2,3,2,1,1,1,1,2,1,2,2,1,1,3,3
9578936,2,2,1,3,1,2,4,2,1,1,2,2,2,2,2,2,1,1,2,3
9551856,2,2,1,2,4,2,2,2,1,1,1,2,2,2,2,3,1,1,1,3
9551855,2,2,1,3,1,2,3,2,1,1,2,2,2,2,2,2,1,1,1,3
9420650,2,2,1,3,3,2,3,2,1,1,2,2,2,2,2,1,2,1,3,3
9990020,2,2,3,3,3,1,4,2,4,1,2,2,1,1,2,2,1,1,3,3
9990223,2,1,2,3,3,1,4,2,4,1,2,2,2,2,2,3,2,1,2,3
9418411,2,1,2,2,4,2,2,2,4,1,1,2,2,1,2,2,1,1,1,3
9551854,2,1,2,2,1,2,2,2,1,1,2,2,2,1,2,2,1,1,2,3
9961329,2,1,1,3,1,2,4,2,1,1,2,2,2,2,2,3,1,2,1,3
9548096,2,1,1,2,3,2,1,2,1,1,2,2,2,1,2,2,1,1,1,3
9432830,2,1,1,2,1,2,3,2,1,1,2,2,2,1,2,2,1,1,2,3
9566534,2,1,1,2,1,2,2,2,1,1,2,2,2,1,2,2,1,2,1,3
9459636,2,1,1,2,4,2,1,2,1,1,1,2,1,1,2,2,1,1,1,3
9464479,2,1,1,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,1,3
9517372,2,1,1,2,1,2,1,2,1,1,2,2,2,1,2,2,1,1,2,3
9627945,2,1,1,3,3,2,1,2,1,1,2,2,2,2,2,2,1,1,3,3
9996629,2,1,2,3,1,2,4,2,4,1,2,2,2,2,2,1,2,2,2,3
9968781,2,1,2,3,1,2,4,2,4,1,2,2,2,2,2,3,1,1,1,3
9486019,2,1,2,3,3,2,2,2,4,1,2,2,2,2,2,1,1,1,2,3
9739335,2,1,2,1,3,2,2,2,1,1,2,2,2,1,2,2,1,1,1,3
9961324,2,1,1,3,1,2,4,2,1,1,3,2,2,1,2,2,1,1,3,3
9439301,2,1,1,2,3,2,2,2,1,1,2,2,2,2,2,3,1,1,3,3
9741854,2,1,1,2,1,2,3,2,1,1,2,2,2,1,2,3,1,1,1,3
9481292,2,1,1,3,3,2,2,2,1,1,2,2,1,2,1,1,3,1,3,3
9475895,2,1,1,2,1,2,3,2,1,1,2,2,2,1,2,3,2,1,1,3
9978447,2,1,1,3,1,2,4,2,1,1,2,1,2,1,2,2,1,1,1,3
9522078,2,1,1,2,1,2,3,2,1,1,2,2,2,1,2,2,1,1,1,3
9443250,2,1,2,2,3,2,1,2,1,1,2,1,2,2,2,2,1,1,3,3
9446689,2,1,2,2,4,2,1,2,4,1,1,2,2,2,2,3,1,1,1,3
9558336,2,1,2,2,3,2,4,2,4,1,2,2,2,1,2,1,1,1,1,3
9964636,2,1,2,3,1,2,4,2,4,1,2,2,2,2,2,2,1,1,1,3
9960156,2,1,2,2,3,2,2,2,1,1,2,1,2,2,2,1,1,1,1,3
9439317,2,1,1,3,3,2,3,2,1,1,2,2,2,2,2,2,1,1,1,3
9997178,2,1,1,3,3,2,4,2,1,1,2,2,2,2,2,1,1,1,3,3
9462442,2,1,1,2,1,2,2,2,1,1,2,2,2,1,2,1,1,1,1,3
9461470,2,1,1,3,3,2,3,2,1,1,2,2,2,2,2,2,1,1,3,3
9974416,2,1,1,3,1,2,4,2,1,1,2,2,2,2,2,2,2,1,3,3
9712372,2,1,1,2,4,2,4,2,1,1,1,2,2,1,2,2,1,1,1,3
9997542,2,1,1,2,3,1,3,2,1,1,2,2,2,1,2,2,1,1,1,3
9421330,2,1,1,2,1,2,2,2,1,1,2,2,2,1,2,2,1,1,1,3
9736284,2,1,1,2,1,2,3,2,1,1,3,1,2,1,2,3,1,1,1,3
9533770,2,1,3,2,4,2,1,2,4,1,1,1,2,1,2,2,1,2,3,3
9969602,2,1,2,3,1,2,4,2,1,1,2,1,2,1,2,2,1,1,1,3
9960154,2,1,2,3,4,2,4,2,1,2,1,1,2,2,2,3,1,1,1,3
9447291,2,1,2,3,1,2,4,2,1,2,2,2,2,2,2,2,1,1,1,3
9558383,2,1,1,2,1,2,3,1,1,2,2,2,2,1,2,2,1,1,2,3
9712370,2,1,1,2,3,2,4,1,1,2,2,2,2,1,2,3,1,1,1,3
9447290,2,1,1,3,1,2,4,1,1,2,2,2,2,2,2,2,1,1,2,2
9463865,2,1,1,3,1,2,2,2,1,1,2,2,2,2,2,2,1,1,2,3
9713639,2,1,1,2,4,2,3,2,1,1,1,2,2,1,2,1,1,1,1,3
9447162,2,1,1,3,3,2,1,2,1,1,2,2,2,2,2,2,1,1,3,3
9568128,2,1,1,3,1,2,4,2,1,1,2,2,2,1,2,2,1,1,1,3
9515549,2,1,1,2,1,2,3,2,1,1,3,2,2,2,2,2,1,1,1,3
9535063,2,1,1,2,1,2,3,2,1,1,2,2,2,1,2,2,1,1,1,3
9547283,2,1,1,2,1,2,2,2,1,1,2,2,2,1,2,2,1,1,1,3
9499076,2,1,1,3,1,2,3,2,2,1,2,2,2,1,2,2,1,1,2,3
9968035,2,1,1,2,3,2,4,2,1,1,2,2,2,2,2,2,1,1,2,3
9985585,2,2,2,3,1,2,4,2,2,1,2,2,2,2,2,1,1,1,1,3
9421799,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,1,1,1,1,3
9977762,2,2,1,3,4,2,3,1,1,2,1,2,2,2,2,2,1,1,1,2
9961320,2,2,2,3,3,2,4,2,4,1,2,2,2,2,2,2,1,2,1,3
9960148,2,2,2,3,3,2,4,2,4,1,2,2,2,1,2,2,1,1,1,3
9574356,2,2,1,3,1,2,4,2,1,1,2,2,2,1,2,2,1,1,1,3
9437226,2,2,1,3,3,2,1,2,1,1,2,1,2,2,2,2,3,2,2,3
9447288,2,2,1,3,3,2,4,2,1,1,2,2,2,2,2,2,1,1,1,3
9447287,2,2,1,3,3,2,4,2,1,1,2,2,2,2,2,2,1,1,2,3
9987923,2,2,3,3,1,2,4,2,4,1,2,2,2,1,2,2,1,2,1,3
9973695,2,2,3,3,3,1,4,2,3,1,2,2,2,2,2,2,1,1,2,3
9960680,2,1,2,3,1,2,3,2,1,1,2,2,2,1,2,2,1,1,1,3
9977756,2,1,1,3,1,2,3,2,1,1,2,2,2,2,2,2,1,1,1,3
9985582,2,1,1,3,1,2,4,2,1,1,2,2,2,2,2,2,1,1,3,3
9443791,2,1,1,2,4,2,2,2,1,1,1,2,2,2,2,2,1,1,1,3
9481622,2,1,1,2,1,2,3,2,1,1,2,2,2,1,2,2,1,1,2,3
9447286,2,1,1,3,3,2,4,2,1,1,3,2,2,2,2,2,1,1,1,3
9958164,2,1,2,3,3,2,4,2,4,1,2,2,2,2,2,2,1,1,1,3
9536328,2,1,1,3,3,2,2,2,1,1,2,2,2,2,2,1,1,1,3,3
9482089,2,1,1,1,3,2,1,2,1,1,2,2,2,1,2,2,1,1,2,3
9989303,2,1,1,2,4,1,4,2,1,1,1,2,2,2,2,2,1,1,1,3
9960144,2,1,1,3,1,2,4,2,1,1,3,2,2,2,2,1,1,1,1,3
9444086,2,1,2,3,2,2,3,2,4,1,2,2,2,1,2,3,1,1,1,3
9747756,2,1,2,3,3,2,4,2,4,1,3,2,1,2,1,2,1,1,1,3
9453113,2,1,2,2,3,2,3,2,2,1,2,2,2,1,2,2,1,1,1,3
9419880,2,1,1,2,1,2,3,2,1,1,2,2,2,2,2,2,1,1,1,3
9520113,2,1,1,3,2,2,3,2,1,1,2,2,2,2,2,2,3,1,2,3
9961736,2,1,1,3,3,2,4,2,1,1,2,2,2,2,2,2,1,1,2,3
9561141,2,1,1,2,3,2,2,2,1,1,2,2,2,2,2,2,1,2,1,3
9473317,2,1,1,2,3,2,3,2,1,1,2,2,2,1,2,2,1,1,1,3
9447282,2,1,1,3,1,2,4,2,1,1,2,2,2,2,2,2,1,1,2,3
9649844,2,1,1,2,3,2,2,2,1,1,2,2,2,2,2,2,1,1,2,3
9739162,2,1,1,2,3,2,2,2,1,1,2,2,2,1,2,1,2,1,1,3
9741851,2,1,1,2,1,2,3,2,1,1,2,2,2,1,2,1,1,1,1,3
9566891,2,1,1,3,3,2,2,2,1,1,2,1,2,2,2,3,1,1,1,3
9970784,2,1,1,2,3,2,4,2,1,1,2,2,2,2,2,2,1,1,2,3
9511211,2,1,1,3,1,2,2,2,1,1,2,2,2,1,2,2,1,1,1,3
9730640,2,1,2,2,4,2,4,2,2,1,1,2,2,1,2,2,1,1,1,3
9447281,2,1,1,3,1,2,4,2,1,1,2,2,2,2,2,2,1,1,1,3
9673233,2,1,1,3,1,2,2,2,1,1,2,2,2,1,2,2,1,1,1,3
9482313,2,1,1,2,3,2,2,2,1,1,2,2,2,2,2,2,1,1,1,3
9985579,2,1,1,3,4,2,4,2,1,1,1,1,2,1,2,2,1,1,1,2
9539871,2,1,1,3,3,2,2,2,1,1,2,2,2,1,2,1,1,1,1,3
9484885,2,1,1,3,2,2,1,2,1,1,2,2,2,1,2,2,1,1,1,3
9817341,2,1,1,2,5,2,2,2,1,1,3,2,2,2,2,2,1,1,3,3
9551219,2,1,1,2,1,2,1,2,1,1,2,2,2,1,2,2,1,1,1,3
9992961,2,1,3,3,5,2,4,2,1,1,1,2,2,2,2,2,1,1,1,3
9558333,2,1,2,3,1,2,4,2,4,1,2,2,2,1,2,2,1,1,1,3
9969589,2,1,2,3,1,2,4,2,4,1,2,2,2,2,2,2,1,2,1,3
9968488,2,1,2,3,1,2,4,2,3,1,3,2,2,1,2,2,2,1,1,3
9969588,2,1,1,3,1,2,4,2,1,1,2,2,2,1,2,2,1,1,1,3
9661111,2,1,1,2,1,2,1,2,1,1,2,2,2,1,2,1,1,1,1,3
9444084,2,1,1,3,2,2,3,2,1,1,2,2,2,1,2,2,1,1,2,3
9969587,2,1,1,3,1,2,4,2,1,1,2,1,2,1,2,2,1,1,1,3
9741849,2,1,1,2,1,2,3,2,1,1,2,2,2,1,2,3,1,1,1,3
9434851,2,1,1,2,1,2,2,2,1,1,3,2,2,1,2,2,2,1,1,3
9517366,2,1,1,2,1,2,1,2,1,1,2,2,2,2,2,1,1,1,1,3
9990217,2,1,1,3,1,2,4,2,1,1,2,1,2,1,2,2,1,1,1,3
9567376,2,1,1,2,3,2,2,2,1,1,3,2,2,1,2,2,4,1,3,2
9673229,2,1,3,2,1,2,3,2,4,1,2,2,2,2,2,3,1,1,1,3
9961733,2,2,2,3,1,2,4,2,3,1,2,2,2,2,2,3,1,1,1,3
9969583,2,2,2,3,1,2,4,2,3,1,2,2,2,2,2,2,1,1,1,3
9985575,2,2,1,3,1,2,4,2,1,1,2,2,2,2,2,2,1,1,1,3
9985574,2,2,1,3,1,2,4,2,1,1,2,2,2,2,2,2,1,1,1,3
9985576,2,2,1,3,1,2,4,2,1,1,2,2,2,2,2,2,1,1,1,3
9438346,2,2,1,2,1,2,3,2,1,1,2,2,2,1,2,1,1,1,1,3
9483305,2,2,1,3,1,2,4,2,1,1,2,2,2,2,2,2,1,1,1,3
9524389,2,2,1,3,2,2,2,2,1,1,3,2,2,1,2,2,1,1,1,3
9960137,2,2,1,2,1,2,2,2,1,1,3,1,2,2,2,2,1,1,1,3
9507525,2,2,1,2,3,2,2,2,1,1,2,2,2,1,2,1,2,2,2,3
9960879,2,2,1,3,3,2,4,2,1,1,2,2,2,1,2,2,2,1,3,3
9535146,2,1,2,3,3,2,1,2,1,1,2,2,2,1,2,2,1,1,1,3
9566479,2,1,2,2,1,2,4,2,1,1,2,1,2,1,2,2,1,1,1,3
9574345,2,1,1,3,1,2,4,2,1,1,2,2,2,1,2,3,1,2,1,3
9951497,2,1,1,3,1,2,4,2,1,1,3,2,2,2,2,2,1,1,2,3
9532292,2,1,1,2,1,2,2,1,1,2,2,2,2,2,2,2,1,1,1,3
9961304,2,1,1,3,3,2,4,2,1,1,2,2,2,2,2,2,1,1,3,3
9970911,2,1,1,3,3,2,2,2,1,1,2,2,2,2,2,2,1,1,1,3
9736434,2,1,3,3,3,2,2,2,4,1,2,2,2,1,2,3,1,1,1,3
9990216,2,1,1,3,3,2,4,2,1,1,2,2,2,1,2,1,1,1,1,3
9483301,2,1,1,3,3,2,4,2,1,1,2,2,2,2,2,1,1,1,1,3
9465117,2,1,1,3,3,2,1,2,1,1,2,2,2,2,2,2,3,1,1,3
9881243,2,1,1,2,1,1,3,2,1,1,2,2,2,2,2,1,2,2,1,3
9960130,2,1,1,3,3,2,4,2,1,1,2,2,2,2,2,2,1,2,1,3
9969573,2,1,1,3,1,2,4,2,1,1,3,2,2,2,2,2,1,1,2,3
9483300,2,1,2,3,1,2,4,2,4,1,2,2,2,2,2,2,1,2,1,3
9985572,2,1,2,3,1,2,4,2,4,1,2,1,2,2,2,2,1,1,1,2
9438594,2,1,2,3,3,2,3,2,1,1,2,2,2,2,2,2,1,1,1,3
9736191,2,1,3,3,1,2,4,2,4,1,2,2,2,1,2,2,3,1,1,3
9420426,2,1,2,2,1,2,4,2,1,2,2,1,2,2,2,2,1,1,1,3
9420424,2,1,1,2,1,2,4,2,1,1,2,2,2,2,2,2,1,1,2,3
9436011,2,1,2,2,3,2,4,2,4,1,2,2,2,2,2,2,1,2,1,3
9971295,2,1,2,3,3,2,4,2,1,1,2,2,2,2,2,1,1,1,3,3
9985571,2,1,2,3,4,2,4,2,1,1,1,1,2,2,2,2,1,1,1,3
9438268,2,1,2,2,3,2,2,2,1,1,2,2,2,1,2,1,1,1,2,3
9435277,2,1,1,3,1,2,4,2,1,1,2,2,2,1,2,2,1,1,1,3
9960125,2,1,1,3,1,2,4,2,1,1,2,2,2,1,2,2,1,1,1,3
9514347,2,1,1,2,3,2,2,2,1,1,2,2,2,2,2,2,1,1,3,3
9420449,2,1,1,3,3,2,3,2,1,1,2,2,2,1,2,1,1,2,3,3
9971294,2,1,1,2,1,2,4,2,1,1,3,2,2,2,2,1,1,1,1,3
9483297,2,1,1,3,1,2,4,2,1,1,2,2,2,2,2,2,1,1,1,3
9568303,2,1,1,3,3,2,2,2,1,1,2,2,2,2,2,2,1,1,1,3
9507870,2,1,1,2,3,2,3,2,1,1,2,1,2,1,2,2,1,1,3,3
9675149,2,1,3,2,5,2,3,2,4,1,1,2,2,1,2,3,2,1,1,3
9437303,2,2,2,3,1,2,3,2,4,1,3,2,2,2,2,2,1,1,1,3
9438260,2,2,2,3,1,2,3,2,4,1,2,2,2,2,2,2,1,1,1,3
9748071,2,2,2,2,3,2,2,2,1,1,2,2,2,1,2,3,1,1,1,3
9746794,2,2,2,2,1,2,2,2,1,1,2,2,2,1,2,2,1,1,1,3
9477869,2,2,1,2,1,2,3,2,1,1,2,2,2,1,2,2,1,1,1,3
9443970,2,2,1,2,1,2,3,2,1,1,3,2,2,1,2,2,1,1,3,3
9962046,2,2,1,3,1,2,4,2,1,1,2,2,2,2,2,2,1,1,1,3
9978435,2,2,2,3,3,2,4,2,4,1,2,2,2,2,2,2,1,1,1,3
9973683,2,2,2,3,3,1,4,2,4,1,2,2,2,2,2,2,1,1,3,3
9462861,2,2,1,3,2,2,3,2,1,1,2,2,2,2,2,1,1,2,1,3
9736416,2,2,1,2,1,2,3,2,1,1,2,2,2,1,2,2,1,1,1,3
9728798,2,2,3,3,1,2,4,2,4,1,3,2,2,1,2,2,1,1,1,3
9508592,2,1,2,3,1,2,1,2,4,1,2,2,2,1,2,2,1,1,1,3
9508591,2,1,2,2,1,2,3,2,1,1,2,2,2,1,2,2,1,1,1,3
9476116,2,1,2,3,3,2,3,2,1,1,2,2,2,1,2,2,1,1,1,3
9450243,2,1,1,2,3,2,4,2,1,1,2,2,2,2,2,2,1,1,1,3
9446886,2,1,1,2,3,2,3,2,1,1,2,2,2,1,2,2,1,1,1,3
9464897,2,1,1,2,1,2,3,2,1,1,2,2,2,1,2,2,1,1,2,2
9875609,2,1,1,2,3,2,1,2,1,1,2,2,2,2,2,2,1,1,1,3
9514835,2,1,1,2,3,2,1,2,1,1,2,1,2,2,2,2,1,1,3,3
9463872,2,1,1,3,1,2,3,2,1,1,2,1,2,1,2,1,1,1,1,3
9460770,2,1,3,3,1,2,2,2,1,1,2,1,2,2,2,2,1,1,3,3
9446404,2,1,2,2,3,2,3,2,4,1,2,2,2,2,2,2,1,1,1,3
9998133,2,1,2,3,1,2,4,2,4,1,2,2,2,1,2,2,1,1,3,3
9977725,2,1,2,3,1,2,3,2,4,1,3,2,2,1,2,2,1,1,1,3
9510088,2,1,2,2,4,2,1,2,4,1,1,2,2,1,2,2,1,1,3,3
9971292,2,1,2,2,1,2,4,2,1,1,2,2,2,2,2,2,1,1,1,3
9959717,2,1,2,3,1,2,4,2,1,1,2,2,2,2,2,1,1,1,1,3
9548307,2,1,1,2,4,2,2,2,1,1,1,2,2,1,2,2,1,1,3,3
9444183,2,1,1,2,3,2,2,2,1,1,2,2,2,1,2,1,1,1,1,3
9446402,2,1,1,2,1,2,3,2,1,1,2,2,2,1,2,2,1,1,2,3
9548342,2,1,1,3,1,2,2,2,1,1,3,2,2,1,2,2,1,1,1,3
9969558,2,1,1,3,1,2,4,2,1,1,2,2,2,2,2,2,1,1,1,3
9443230,2,1,1,2,1,2,3,1,1,2,2,2,2,2,2,2,1,1,2,3
9444177,2,1,2,3,3,2,3,2,4,1,2,2,2,2,2,3,1,1,1,3
9515529,2,1,2,3,1,2,4,2,4,1,2,2,2,1,2,2,1,1,1,3
9488319,2,1,1,3,1,2,4,2,1,1,2,2,2,1,2,2,1,1,1,3
9450233,2,1,1,2,3,2,4,2,1,1,2,2,2,2,2,2,1,1,1,3
9958445,2,1,1,3,1,2,4,2,1,1,2,2,2,2,2,2,1,2,1,3
9969557,2,1,1,3,1,2,4,2,1,1,2,1,2,2,2,3,1,1,2,3
9444937,2,1,1,3,1,2,1,1,1,1,2,2,2,2,2,1,1,1,1,3
9477421,2,1,1,2,1,2,2,2,1,1,2,2,2,1,2,2,1,1,1,3
9971288,2,1,1,2,3,2,4,2,1,1,2,1,2,2,2,2,1,1,3,3
9420196,2,1,1,3,1,2,4,2,1,1,2,2,2,2,2,1,1,1,1,3
9445686,2,1,1,2,4,2,3,2,1,1,1,2,2,1,2,2,1,1,1,3
9446030,2,1,1,3,1,2,1,2,1,1,2,2,2,2,2,2,1,1,1,3
9958148,2,1,3,3,4,2,4,2,3,1,1,2,2,2,2,2,1,1,1,3
9958149,2,1,3,3,2,2,4,2,3,1,2,2,2,2,2,2,1,1,1,2
9470308,2,1,3,2,3,2,3,2,4,1,2,2,2,2,2,1,1,1,1,3
9420415,2,1,2,2,1,2,4,2,1,1,2,1,2,1,2,2,1,1,1,3
9953146,2,1,2,2,3,2,4,2,1,1,2,2,2,2,2,3,1,1,1,3
9515526,2,1,2,3,1,2,4,2,1,1,2,2,2,1,2,2,1,1,1,3
